#bin	chrom	chromStart	chromEnd	ix	type	frag	fragStart	fragEnd	strand
90	chr25	18066064	18133323	1153	W	AAFC03017994.1	0	67259	+
90	chr25	18201851	18225429	1164	W	AAFC03012592.1	4056	27634	-
90	chr25	18346927	18365830	1171	W	AAFC02078192.1	0	18903	+
90	chr25	18431989	18513410	1176	W	AAFC03040307.1	0	81421	-
90	chr25	18564131	18619267	1181	W	AAFC03019155.1	0	55136	+
90	chr25	18713637	18752190	1193	W	AAFC03090595.1	0	38553	+
91	chr25	18975624	19046859	1210	W	AAFC03056051.1	0	71235	-
91	chr25	19129159	19279628	1218	W	AAFC03064735.1	0	150469	+
91	chr25	19377479	19429706	1228	W	AAFC03005213.1	0	52227	-
91	chr25	19504945	19562933	1240	W	AAFC03005212.1	0	57988	+
91	chr25	19657909	19661524	1248	W	AAFC03041487.1	0	3615	+
91	chr25	19785530	19832361	1255	W	AAFC03021208.1	0	46831	-
92	chr25	20050999	20074575	1272	W	AAFC03060615.1	1853	25429	-
92	chr25	20167054	20198047	1294	W	AAFC03019543.1	0	30993	-
92	chr25	20314830	20360394	1305	W	AAFC03119592.1	0	45564	-
92	chr25	20445348	20458660	1321	W	AAFC03075254.1	200	13512	-
92	chr25	20531737	20613902	1326	W	AAFC03122092.1	0	82165	+
92	chr25	20687344	20716382	1341	W	AAFC03095358.1	132	29170	-
92	chr25	20828389	20848470	1350	W	AAFC03015396.1	0	20081	+
93	chr25	21046328	21114409	1359	W	AAFC03095190.1	0	68081	+
93	chr25	21220717	21241459	1363	W	AAFC03019924.1	2319	23061	-
93	chr25	21341957	21442777	1368	W	AAFC03064343.1	0	100820	-
93	chr25	21442827	21518635	1370	W	AAFC03064342.1	0	75808	-
93	chr25	21615837	21662871	1380	W	AAFC03033534.1	9955	56989	-
93	chr25	21694998	21771171	1386	W	AAFC03076656.1	1601	77774	+
93	chr25	21856061	21931170	1393	W	AAFC03025852.1	5250	80359	-
94	chr25	22110659	22160825	1398	W	AAFC03058778.1	0	50166	-
94	chr25	22245652	22290626	1402	W	AAFC03079930.1	65646	110620	-
94	chr25	22401776	22417941	1409	W	AAFC02047611.1	0	16165	-
94	chr25	22539239	22567185	1423	W	AAFC03077674.1	24520	52466	-
94	chr25	22657289	22677630	1428	W	AAFC03071890.1	0	20341	+
94	chr25	22799453	22808063	1441	W	AAFC03122683.1	0	8610	+
94	chr25	22917213	22956798	1453	W	AAFC03065739.1	0	39585	+
95	chr25	23073575	23208584	1469	W	AAFC03051466.1	0	135009	+
95	chr25	23328269	23343873	1485	W	AAFC02065178.1	6195	21799	-
95	chr25	23441442	23466142	1491	W	AAFC03107311.1	14734	39434	-
95	chr25	23687778	23764856	1499	W	AAFC03050475.1	0	77078	+
95	chr25	23834001	23885702	1504	W	AAFC02054032.1	10609	62310	-
95	chr25	23933873	24003172	1507	W	AAFC03013368.1	0	69299	+
96	chr25	24245815	24269958	1527	W	AAFC03128932.1	0	24143	+
96	chr25	24364421	24390081	1547	W	AAFC03011652.1	0	25660	-
96	chr25	24580969	24650409	1564	W	AAFC03059944.1	0	69440	-
96	chr25	24758843	24806986	1570	W	AAFC03036518.1	0	48143	-
96	chr25	24900795	24916639	1576	W	AAFC03036517.1	0	15844	-
97	chr25	25296331	25332708	1595	W	AAFC03016751.1	3146	39523	-
97	chr25	25413055	25445610	1604	W	AAFC03066355.1	0	32555	+
97	chr25	25557145	25643243	1615	W	AAFC03024619.1	0	86098	-
97	chr25	25689170	25700747	1618	W	AAFC02026277.1	0	11577	-
97	chr25	25820689	25883803	1621	W	AAFC03101849.1	301	63415	+
97	chr25	25899941	25963966	1624	W	AAFC03101848.1	0	64025	+
97	chr25	26051007	26085761	1632	W	AAFC03008828.1	40261	75015	-
98	chr25	26298252	26389220	1648	W	AAFC03064907.1	24262	115230	-
98	chr25	26474916	26492991	1655	W	AAFC03032308.1	0	18075	-
98	chr25	26591372	26611071	1667	W	AAFC03025556.1	0	19699	-
98	chr25	26726973	26748654	1674	W	AAFC03122704.1	0	21681	+
98	chr25	26748654	26878122	1675	W	AAFC03086351.1	1	129469	+
98	chr25	26971393	27052776	1681	W	AAFC03085074.1	0	81383	+
98	chr25	27128341	27154243	1684	W	AAFC03035807.1	0	25902	-
99	chr25	27385632	27404045	1692	W	AAFC02011948.1	0	18413	+
99	chr25	27474728	27570962	1698	W	AAFC03067949.1	0	96234	-
99	chr25	27603822	27659164	1701	W	AAFC03008241.1	0	55342	-
99	chr25	27775748	27799629	1721	W	AAFC03027121.1	0	23881	+
99	chr25	27877960	27926378	1730	W	AAFC03119168.1	0	48418	-
99	chr25	28025072	28052693	1745	W	AAFC03005374.1	0	27621	-
99	chr25	28147922	28202448	1752	W	AAFC03065093.1	0	54526	+
100	chr25	28404345	28444631	1764	W	AAFC03084258.1	0	40286	-
100	chr25	28570572	28610457	1775	W	AAFC03125830.1	9031	48916	+
100	chr25	28683478	28786521	1784	W	AAFC03062246.1	31793	134836	-
100	chr25	28786521	28843785	1785	W	AAFC03124203.1	0	57264	-
100	chr25	28961719	28968392	1814	W	AAFC03109094.1	39083	45756	-
100	chr25	29040121	29196808	1824	W	AAFC03031635.1	0	156687	+
101	chr25	29474894	29513051	1848	W	AAFC03012630.1	0	38157	+
101	chr25	29602898	29678795	1859	W	AAFC03070780.1	0	75897	-
101	chr25	29687761	29820270	1864	W	AAFC03002074.1	0	132509	+
101	chr25	29851309	30008102	1870	W	AAFC03069109.1	0	156793	+
101	chr25	30010204	30035746	1872	W	AAFC03023465.1	0	25542	-
101	chr25	30073338	30170743	1877	W	AAFC03061316.1	40543	137948	-
101	chr25	30252000	30285835	1880	W	AAFC03079404.1	0	33835	+
102	chr25	30525762	30559827	1901	W	AAFC03093084.1	0	34065	+
102	chr25	30624812	30676726	1905	W	AAFC03093086.1	0	51914	-
102	chr25	30796466	30803781	1918	W	AAFC03070580.1	0	7315	+
102	chr25	30910272	30993008	1923	W	AAFC03007747.1	0	82736	+
102	chr25	31041639	31075281	1926	W	AAFC03058250.1	0	33642	-
102	chr25	31110532	31202517	1929	W	AAFC03017625.1	0	91985	-
102	chr25	31322527	31326546	1940	W	AAFC03059893.1	0	4019	+
103	chr25	31578702	31606500	1950	W	AAFC03086740.1	0	27798	-
103	chr25	31662623	31749981	1956	W	AAFC03086742.1	0	87358	-
103	chr25	31825699	31884455	1966	W	AAFC03048994.1	0	58756	+
103	chr25	31930091	31987815	1974	W	AAFC03032169.1	0	57724	+
103	chr25	32103970	32126848	1981	W	AAFC03019451.1	0	22878	+
103	chr25	32210009	32275361	1988	W	AAFC03124377.1	0	65352	-
103	chr25	32346979	32385629	2001	W	AAFC03083898.1	0	38650	+
104	chr25	32609509	32646626	2015	W	AAFC03034935.1	0	37117	-
104	chr25	32691117	32804405	2031	W	AAFC03074475.1	0	113288	+
104	chr25	32890181	32915280	2038	W	AAFC03010883.1	0	25099	+
104	chr25	33027683	33032949	2053	W	AAFC02115957.1	3682	8948	-
104	chr25	33120447	33164175	2060	W	AAFC03032327.1	0	43728	-
104	chr25	33267324	33369068	2067	W	AAFC03068661.1	0	101744	+
104	chr25	33407619	33457652	2070	W	AAFC03027525.1	0	50033	-
105	chr25	33596724	33756829	2081	W	AAFC03030581.1	0	160105	+
105	chr25	33802477	33854819	2089	W	AAFC03098382.1	0	52342	+
105	chr25	34057397	34080132	2107	W	AAFC03017192.1	7335	30070	+
105	chr25	34202792	34241474	2116	W	AAFC03017195.1	18292	56974	-
105	chr25	34241474	34435028	2117	D	AC151137.6	0	193554	+
105	chr25	34435028	34537121	2118	W	AAFC03030895.1	0	102093	-
106	chr25	34857426	34888246	2137	W	AAFC03009063.1	0	30820	-
106	chr25	34959933	35042809	2147	W	AAFC03009064.1	2051	84927	-
106	chr25	35125984	35163681	2153	W	AAFC03090742.1	0	37697	-
106	chr25	35364374	35409233	2172	W	AAFC03096775.1	0	44859	+
106	chr25	35516338	35526142	2183	W	AAFC03119444.1	0	9804	+
107	chr25	35741931	35796882	2215	W	AAFC03061668.1	0	54951	-
107	chr25	35907122	35916581	2220	W	AAFC03001441.1	0	9459	-
107	chr25	35998729	36144187	2224	D	AC150007.2	0	145458	+
107	chr25	36175830	36190165	2229	W	AAFC03116586.1	7121	21456	+
107	chr25	36277396	36341907	2241	W	AAFC03045399.1	0	64511	-
107	chr25	36427707	36469311	2243	W	AAFC03045398.1	0	41604	+
107	chr25	36553444	36632785	2257	W	AAFC03043155.1	0	79341	+
108	chr25	36780534	36835265	2268	W	AAFC03092932.1	0	54731	+
108	chr25	36874519	37021746	2278	W	AAFC03078586.1	0	147227	-
108	chr25	37065719	37114750	2281	W	AAFC03045520.1	0	49031	+
108	chr25	37200591	37262889	2292	W	AAFC03051813.1	0	62298	+
108	chr25	37348886	37358947	2307	W	AAFC03039858.1	2168	12229	-
108	chr25	37470810	37489857	2313	W	AAFC03018316.1	0	19047	-
108	chr25	37616588	37635012	2323	W	AAFC03006423.1	3100	21524	-
109	chr25	37858357	37917850	2356	W	AAFC03033762.1	4	59497	+
109	chr25	38002375	38076231	2362	W	AAFC03048037.1	0	73856	-
109	chr25	38140540	38241796	2375	W	AAFC03044189.1	0	101256	+
109	chr25	38242614	38274618	2378	W	AAFC03032279.1	0	32004	-
109	chr25	38372525	38441808	2381	W	AAFC03035651.1	0	69283	-
109	chr25	38522376	38561400	2387	W	AAFC03038877.1	0	39024	-
109	chr25	38658605	38671020	2409	W	AAFC03110234.1	0	12415	+
110	chr25	38900107	38950448	2441	W	AAFC03113471.1	0	50341	-
110	chr25	38950448	39091626	2442	W	AAFC03053914.1	0	141178	-
110	chr25	39162078	39196167	2445	W	AAFC03061317.1	0	34089	-
110	chr25	39304351	39335561	2456	W	AAFC03028306.1	7953	39163	+
110	chr25	39380916	39474779	2459	W	AAFC03028307.1	0	93863	-
110	chr25	39563802	39621747	2471	W	AAFC03006097.1	0	57945	+
111	chr25	39936239	39991546	2483	W	AAFC03050084.1	0	55307	-
111	chr25	40096872	40122156	2491	W	AAFC03025412.1	0	25284	+
111	chr25	40225672	40250567	2502	W	AAFC02032222.1	0	24895	+
111	chr25	40330647	40393881	2512	W	AAFC03018464.1	16138	79372	-
111	chr25	40452842	40569777	2517	W	AAFC03011953.1	14136	131071	-
111	chr25	40619674	40639508	2522	W	AAFC03072711.1	0	19834	+
111	chr25	40762831	40825867	2542	W	AAFC03065353.1	0	63036	+
112	chr25	41021003	41041019	2572	W	AAFC03085246.1	4902	24918	-
112	chr25	41152566	41222249	2580	W	AAFC03044871.1	0	69683	+
112	chr25	41281661	41288885	2585	W	AAFC03082616.1	0	7224	+
112	chr25	41414930	41421443	2594	W	AAFC02137912.1	0	6513	+
112	chr25	41519138	41605403	2600	W	AAFC03056923.1	0	86265	+
112	chr25	41670731	41817455	2606	W	AAFC03065541.1	15669	162393	-
113	chr25	42061485	42099508	2618	W	AAFC02104618.1	0	38023	+
113	chr25	42203313	42257048	2642	W	AAFC03023680.1	13288	67023	-
113	chr25	42311786	42342550	2648	W	AAFC03000355.1	0	30764	+
113	chr25	42442204	42468967	2659	W	AAFC03000356.1	0	26763	+
113	chr25	42543295	42608281	2669	W	AAFC03039431.1	0	64986	+
113	chr25	42691088	42732018	2688	W	AAFC03119703.1	0	40930	-
113	chr25	42834200	42891446	2697	W	AAFC03052109.1	0	57246	-
114	chr25	43094595	43143599	2711	W	AAFC03095272.1	4839	53843	-
114	chr25	43250566	43269702	2724	W	AAFC03041044.1	0	19136	+
114	chr25	43342959	43398780	2731	W	AAFC03028117.1	15	55836	+
114	chr25	43509398	43520397	2741	W	AAFC03044156.1	0	10999	+
114	chr25	43640638	43697350	2758	W	AAFC03028593.1	0	56712	+
114	chr25	43768565	43789909	2771	W	AAFC02067351.1	0	21344	-
114	chr25	43880689	43911825	2782	W	AAFC03015609.1	7208	38344	-
585	chr25	0	46117	1	W	AAFC03104247.1	3566	49683	-
585	chr25	46117	52382	2	W	AAFC03104566.1	23998	30263	+
585	chr25	52432	56390	4	W	AAFC02005399.1	0	3958	+
585	chr25	56390	68166	5	W	AAFC03108107.1	0	11776	+
585	chr25	68166	75222	6	W	AAFC03104246.1	1830	8886	+
585	chr25	75222	94089	7	W	AAFC03108106.1	18398	37265	-
585	chr25	94089	111471	8	W	AAFC03108105.1	0	17382	+
585	chr25	111471	117332	9	W	AAFC03102604.1	649	6510	+
585	chr25	117332	126833	10	W	AAFC03108109.1	0	9501	-
585	chr25	126883	127989	12	W	AAFC02242988.1	0	1106	+
586	chr25	138633	154117	15	W	AAFC03101004.1	0	15484	+
586	chr25	154117	154980	16	W	AAFC03107400.1	13692	14555	+
586	chr25	154980	159106	17	W	AAFC03100999.1	0	4126	-
586	chr25	159156	161440	19	W	AAFC03102607.1	0	2284	-
586	chr25	240622	241899	21	W	AAFC03103729.1	0	1277	+
586	chr25	241949	244176	23	W	AAFC03112078.1	0	2227	-
586	chr25	244176	245159	24	W	AAFC03103728.1	1239	2222	+
586	chr25	245159	245357	25	W	AAFC03112081.1	1156	1354	+
586	chr25	246414	258935	27	W	AAFC03103730.1	0	12521	+
587	chr25	268301	271265	30	W	AAFC03113878.1	0	2964	-
587	chr25	271265	274697	31	W	AAFC03103725.1	0	3432	-
587	chr25	274697	290983	32	W	AAFC03113876.1	0	16286	-
587	chr25	291033	296851	34	W	AAFC03104685.1	0	5818	-
587	chr25	296851	297198	35	W	AAFC03104248.1	1672	2019	+
587	chr25	297198	298270	36	W	AAFC03107763.1	4	1076	-
587	chr25	298270	301589	37	W	AAFC03104687.1	1323	4642	+
587	chr25	301589	305110	38	W	AAFC03104245.1	0	3521	-
587	chr25	305110	315844	39	W	AAFC03107762.1	0	10734	-
587	chr25	315844	318688	40	W	AAFC03104686.1	471	3315	+
587	chr25	318688	319033	41	W	AAFC03107768.1	3082	3427	+
587	chr25	319033	321830	42	W	AAFC03109041.1	0	2797	-
587	chr25	321880	332509	44	W	AAFC03107761.1	0	10629	-
587	chr25	332509	333447	45	W	AAFC03109037.1	2755	3693	+
587	chr25	333447	336056	46	W	AAFC03104681.1	0	2609	-
587	chr25	336056	337456	47	W	AAFC03109042.1	2356	3756	+
587	chr25	337456	339151	48	W	AAFC03100979.1	3598	5293	+
587	chr25	339151	340805	49	W	AAFC03107767.1	1665	3319	+
587	chr25	340805	355247	50	W	AAFC03108147.1	2931	17373	+
587	chr25	355247	379296	51	W	AAFC03104662.1	1399	25448	+
588	chr25	404565	442718	54	W	AAFC03102603.1	0	38153	+
588	chr25	442718	451931	55	W	AAFC03108148.1	0	9213	-
588	chr25	451931	456519	56	W	AAFC03104866.1	0	4588	-
588	chr25	456519	460336	57	W	AAFC03108154.1	4755	8572	+
588	chr25	460336	474681	58	W	AAFC03113719.1	0	14345	-
589	chr25	528320	584495	61	W	AAFC03107294.1	0	56175	+
591	chr25	803388	805214	63	W	AAFC03091361.1	38095	39921	+
591	chr25	805214	809083	64	W	AAFC03070712.1	27704	31573	+
591	chr25	809180	841274	66	W	AAFC03070711.1	0	32094	+
591	chr25	841324	842492	68	W	AAFC03008276.1	0	1168	+
592	chr25	998705	1002783	70	W	AAFC03008275.1	0	4078	-
592	chr25	1002783	1005352	71	W	AAFC03000822.1	22720	25289	+
592	chr25	1005638	1007672	73	W	AAFC03000817.1	0	2034	+
592	chr25	1007722	1023271	75	W	AAFC03000820.1	0	15549	-
592	chr25	1023271	1031757	76	W	AAFC03124888.1	0	8486	-
592	chr25	1032231	1038890	78	W	AAFC03000819.1	0	6659	+
593	chr25	1056074	1058038	82	W	AAFC03000816.1	0	1964	+
593	chr25	1058088	1064002	84	W	AAFC03000818.1	0	5914	-
593	chr25	1064052	1113657	86	W	AAFC03000824.1	0	49605	+
593	chr25	1113657	1139369	87	W	AAFC03035514.1	0	25712	+
593	chr25	1139369	1167615	88	W	AAFC03000823.1	15262	43508	-
594	chr25	1185730	1194417	90	W	AAFC02028053.1	37960	46647	-
594	chr25	1194417	1232509	91	W	AAFC03035516.1	0	38092	+
594	chr25	1232751	1271800	93	W	AAFC03035515.1	0	39049	+
594	chr25	1271800	1284272	94	W	AAFC03119552.1	23745	36217	+
594	chr25	1284272	1284569	95	W	AAFC03035510.1	1163	1460	+
594	chr25	1284619	1291085	97	W	AAFC03035512.1	0	6466	+
594	chr25	1291135	1304909	99	W	AAFC03127998.1	0	13774	+
595	chr25	1312009	1328920	103	W	AAFC03119553.1	0	16911	+
595	chr25	1329190	1337679	105	W	AAFC03125578.1	0	8489	+
595	chr25	1337729	1342860	107	W	AAFC03119554.1	0	5131	-
595	chr25	1342910	1355139	109	W	AAFC03126223.1	0	12229	+
595	chr25	1355189	1386227	111	W	AAFC03119558.1	0	31038	+
595	chr25	1387895	1396405	113	W	AAFC03119555.1	0	8510	+
595	chr25	1396617	1427491	115	W	AAFC03119559.1	0	30874	-
595	chr25	1429062	1431301	117	W	AAFC03129674.1	0	2239	+
595	chr25	1431351	1434159	119	W	AAFC03131213.1	0	2808	-
596	chr25	1443746	1450156	121	W	AAFC03119557.1	0	6410	-
596	chr25	1450316	1475386	123	W	AAFC03119556.1	0	25070	+
596	chr25	1475386	1481444	124	W	AAFC03080560.1	0	6058	-
596	chr25	1481494	1494087	126	W	AAFC03080561.1	0	12593	-
596	chr25	1495990	1517841	128	W	AAFC03117362.1	0	21851	+
596	chr25	1517841	1525378	129	W	AAFC03080562.1	21654	29191	+
596	chr25	1525428	1532069	131	W	AAFC02007913.1	0	6641	+
596	chr25	1532069	1564838	132	W	AAFC03081369.1	0	32769	+
596	chr25	1564888	1568903	134	W	AAFC03080554.1	0	4015	-
597	chr25	1576513	1616363	138	W	AAFC03081371.1	0	39850	-
597	chr25	1616363	1619134	139	W	AAFC03080559.1	9943	12714	+
597	chr25	1619134	1663783	140	W	AAFC03081372.1	0	44649	-
597	chr25	1663833	1673899	142	W	AAFC03064951.1	0	10066	-
598	chr25	1707567	1821985	146	W	AAFC03064952.1	0	114418	-
598	chr25	1821985	1831393	147	W	AAFC03010059.1	0	9408	-
598	chr25	1831694	1832834	149	W	AAFC03010051.1	0	1140	-
599	chr25	1836040	1852527	153	W	AAFC03010057.1	0	16487	+
599	chr25	1852577	1862651	155	W	AAFC03010055.1	0	10074	-
599	chr25	1862701	1864286	157	W	AAFC03010052.1	0	1585	-
599	chr25	1864336	1870663	159	W	AAFC03010054.1	0	6327	+
599	chr25	1870713	1882615	161	W	AAFC03010056.1	0	11902	-
599	chr25	1882665	1914788	163	W	AAFC03126360.1	0	32123	+
599	chr25	1914788	1917632	164	W	AAFC03010058.1	16206	19050	+
600	chr25	1981848	2029637	167	W	AAFC03057820.1	0	47789	+
600	chr25	2029637	2057049	168	W	AAFC03057861.1	0	27412	-
600	chr25	2057049	2059969	169	W	AAFC03057819.1	0	2920	-
600	chr25	2060019	2062678	171	W	AAFC03057857.1	0	2659	+
600	chr25	2062985	2066692	173	W	AAFC03057860.1	0	3707	+
600	chr25	2066742	2072386	175	W	AAFC03057858.1	0	5644	+
600	chr25	2072436	2075930	177	W	AAFC03057859.1	0	3494	+
600	chr25	2077179	2078416	179	W	AAFC03057856.1	0	1237	-
600	chr25	2083416	2087146	181	W	AAFC03129875.1	0	3730	+
600	chr25	2088330	2090420	183	W	AAFC03060154.1	0	2090	+
601	chr25	2114302	2121339	186	W	AAFC02072291.1	0	7037	+
601	chr25	2121339	2178446	187	W	AAFC03060160.1	0	57107	-
602	chr25	2232278	2244923	191	W	AAFC03060157.1	0	12645	+
602	chr25	2245618	2279038	193	W	AAFC03056638.1	0	33420	+
602	chr25	2279088	2309789	195	W	AAFC03056637.1	0	30701	-
602	chr25	2309839	2339603	197	W	AAFC03056636.1	0	29764	-
603	chr25	2387813	2408166	200	W	AAFC03028443.1	0	20353	+
603	chr25	2408166	2416202	201	W	AAFC03056635.1	8233	16269	-
603	chr25	2416202	2488927	202	W	AAFC03028445.1	0	72725	-
604	chr25	2491545	2492614	206	W	AAFC03028439.1	0	1069	-
604	chr25	2493169	2495588	208	W	AAFC02017344.1	0	2419	+
604	chr25	2495588	2527956	209	W	AAFC03028444.1	0	32368	-
604	chr25	2528006	2543835	211	W	AAFC03028442.1	0	15829	+
604	chr25	2543885	2550815	213	W	AAFC03090401.1	0	6930	-
605	chr25	2645288	2648913	217	W	AAFC03090400.1	0	3625	+
605	chr25	2649028	2675696	219	W	AAFC03090403.1	83821	110489	-
606	chr25	2769518	2795325	222	W	AAFC03041937.1	0	25807	+
606	chr25	2795325	2816927	223	W	AAFC03075027.1	0	21602	+
606	chr25	2816927	2833440	224	W	AAFC03075031.1	11431	27944	-
606	chr25	2833440	2865221	225	W	AAFC03075025.1	0	31781	+
606	chr25	2865271	2865896	227	W	AAFC03075022.1	3096	3721	-
606	chr25	2865896	2869727	228	W	AAFC03075032.1	26669	30500	-
607	chr25	2911364	2925487	230	W	AAFC03020962.1	0	14123	+
607	chr25	2925537	2926421	232	W	AAFC03075029.1	7378	8262	-
607	chr25	2926421	2937502	233	W	AAFC03020961.1	0	11081	-
607	chr25	2937552	2968208	235	W	AAFC03075026.1	0	30656	+
607	chr25	2968208	2975708	236	W	AAFC03020960.1	0	7500	+
607	chr25	2975758	2981664	238	W	AAFC03020959.1	0	5906	+
607	chr25	2981714	2996752	240	W	AAFC03020963.1	86421	101459	-
609	chr25	3149913	3163981	243	W	AAFC03121743.1	4	14072	+
609	chr25	3164031	3172576	245	W	AAFC03124569.1	0	8545	-
609	chr25	3172626	3180805	247	W	AAFC03126932.1	0	8179	-
609	chr25	3185805	3242741	249	W	AAFC03031964.1	9464	66400	-
609	chr25	3242741	3255379	250	W	AAFC02017152.1	40762	53400	-
610	chr25	3299193	3324996	253	W	AAFC03031963.1	0	25803	+
610	chr25	3324996	3354802	254	W	AAFC02058444.1	5590	35396	-
610	chr25	3354802	3360567	255	W	AAFC03009437.1	2633	8398	-
610	chr25	3360567	3371096	256	W	AAFC03122750.1	537	11066	-
610	chr25	3371096	3379186	257	W	AAFC03009435.1	0	8090	+
610	chr25	3379186	3382529	258	W	AAFC03009432.1	0	3343	-
610	chr25	3383029	3406453	260	W	AAFC03127598.1	0	23424	-
611	chr25	3410355	3418922	264	W	AAFC03129477.1	0	8567	-
611	chr25	3419082	3424418	266	W	AAFC03130586.1	0	5336	+
611	chr25	3424418	3426885	267	W	AAFC03009433.1	0	2467	+
611	chr25	3426885	3434219	268	W	AAFC03122749.1	0	7334	-
611	chr25	3435454	3437429	270	W	AAFC03122751.1	0	1975	-
611	chr25	3437614	3440857	272	W	AAFC03122752.1	0	3243	+
611	chr25	3440857	3448384	273	W	AAFC03009436.1	0	7527	-
611	chr25	3448730	3458793	275	W	AAFC03125588.1	0	10063	+
611	chr25	3458793	3471967	276	W	AAFC03075465.1	0	13174	+
612	chr25	3578078	3640509	279	W	AAFC03057681.1	0	62431	-
612	chr25	3640559	3641796	281	W	AAFC03057677.1	0	1237	+
613	chr25	3746197	3753932	285	W	AAFC03057680.1	0	7735	-
614	chr25	3808636	3869310	289	W	AAFC03098847.1	11062	71736	-
614	chr25	3869310	3883423	290	W	AAFC02141372.1	0	14113	+
614	chr25	3883473	3912424	292	W	AAFC03098844.1	0	28951	-
615	chr25	3952289	3957619	296	W	AAFC03098843.1	0	5330	+
615	chr25	3957669	3978569	298	W	AAFC03123309.1	0	20900	+
615	chr25	3979833	3985279	300	W	AAFC03123308.1	8778	14224	-
615	chr25	3985279	4046780	301	W	AAFC03073523.1	0	61501	-
616	chr25	4086883	4094763	305	W	AAFC03073520.1	0	7880	+
616	chr25	4094763	4096780	306	W	AAFC03062293.1	1080	3097	-
616	chr25	4096780	4098359	307	W	AAFC03073519.1	0	1579	+
616	chr25	4098359	4103462	308	W	AAFC03042853.1	0	5103	+
616	chr25	4103512	4111776	310	W	AAFC03073521.1	0	8264	-
617	chr25	4198526	4200527	314	W	AAFC03062295.1	9519	11520	-
617	chr25	4200527	4262981	315	W	AAFC03042854.1	18557	81011	-
617	chr25	4262981	4287128	316	W	AAFC03022747.1	0	24147	-
617	chr25	4287178	4303067	318	W	AAFC03022745.1	0	15889	+
617	chr25	4303117	4323746	320	W	AAFC03022744.1	0	20629	-
618	chr25	4352161	4353170	324	W	AAFC03022739.1	0	1009	-
618	chr25	4354388	4354565	326	W	AAFC03022738.1	1475	1652	-
618	chr25	4354565	4366313	327	W	AAFC02064443.1	0	11748	-
618	chr25	4366363	4383835	329	W	AAFC03022746.1	0	17472	+
618	chr25	4383885	4388473	331	W	AAFC02093996.1	0	4588	+
618	chr25	4388473	4388804	332	W	AAFC03022743.1	15763	16094	-
618	chr25	4388804	4405545	333	W	AAFC03079889.1	30442	47183	-
618	chr25	4405545	4441900	334	W	AAFC02064438.1	10178	46533	-
619	chr25	4519411	4523120	337	W	AAFC03079890.1	39620	43329	-
619	chr25	4523120	4563024	338	W	AAFC03040057.1	7119	47023	-
619	chr25	4563024	4570569	339	W	AAFC03079887.1	9	7554	+
619	chr25	4570619	4577264	341	W	AAFC03079888.1	9950	16595	-
620	chr25	4612242	4622788	343	W	AAFC03040055.1	12085	22631	-
621	chr25	4736819	4772890	345	W	AAFC03052442.1	1575	37646	-
621	chr25	4772890	4777162	346	W	AAFC03051148.1	0	4272	+
621	chr25	4777162	4779364	347	W	AAFC03108317.1	0	2202	+
621	chr25	4779414	4782395	349	W	AAFC03052440.1	0	2981	-
621	chr25	4782445	4802077	351	W	AAFC03051149.1	0	19632	-
621	chr25	4802127	4817156	353	W	AAFC03052441.1	12766	27795	-
622	chr25	4918118	4928004	356	W	AAFC03057446.1	5011	14897	-
622	chr25	4928004	4931555	357	W	AAFC03032170.1	0	3551	+
622	chr25	4931555	4955906	358	W	AAFC03057447.1	0	24351	-
623	chr25	4981403	5010029	361	W	AAFC03022729.1	0	28626	-
624	chr25	5115912	5123762	364	W	AAFC03056047.1	0	7850	-
625	chr25	5248168	5279097	368	W	AAFC03056048.1	0	30929	+
625	chr25	5279422	5282215	370	W	AAFC03056046.1	0	2793	-
625	chr25	5282325	5283795	372	W	AAFC03056045.1	0	1470	-
625	chr25	5288795	5301823	374	W	AAFC03118115.1	0	13028	+
625	chr25	5301823	5319379	375	W	AAFC03074200.1	0	17556	-
625	chr25	5319379	5324547	376	W	AAFC03125787.1	15641	20809	+
625	chr25	5324597	5332686	378	W	AAFC03118113.1	0	8089	+
625	chr25	5332686	5335465	379	W	AAFC03074193.1	0	2779	-
625	chr25	5340465	5341822	381	W	AAFC03074188.1	0	1357	+
625	chr25	5343547	5350021	383	W	AAFC03074197.1	0	6474	-
625	chr25	5350071	5354721	385	W	AAFC03074194.1	0	4650	+
626	chr25	5374475	5376630	389	W	AAFC03074189.1	0	2155	-
626	chr25	5381630	5402215	391	W	AAFC03074199.1	0	20585	+
626	chr25	5402215	5402955	392	W	AAFC03058837.1	11149	11889	+
626	chr25	5402955	5415852	393	W	AAFC03058839.1	0	12897	-
626	chr25	5415902	5421396	395	W	AAFC03074195.1	0	5494	+
626	chr25	5421446	5437764	397	W	AAFC03058838.1	0	16318	-
627	chr25	5545737	5599743	399	W	AAFC03058842.1	0	54006	+
627	chr25	5599743	5616171	400	W	AAFC03077769.1	3029	19457	+
627	chr25	5616171	5623888	401	W	AAFC03058840.1	826	8543	-
627	chr25	5623888	5625517	402	W	AAFC03077768.1	7698	9327	+
628	chr25	5659011	5682155	405	W	AAFC03077770.1	0	23144	+
628	chr25	5682155	5707165	406	W	AAFC02067608.1	2	25012	+
628	chr25	5707165	5735759	407	W	AAFC03006151.1	0	28594	+
629	chr25	5789932	5831283	410	W	AAFC03006152.1	50409	91760	+
631	chr25	6056979	6116504	413	W	AAFC03090157.1	19666	79191	+
631	chr25	6117256	6127658	415	W	AAFC03090153.1	0	10402	+
